# list of object assets to load in this scene
[ASSETS]

mario.txt
coin.txt
items.txt
hud.txt
effect.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	138	0

#COIN
4	211	18
4	227	2
4	243	2
4	259	18
4	259	34
4	227	50
4	243	50
4	259	66
4	259	82
4	243	98
4	227	98
4	211	82


#Koopas


#Platform
5	129	129	16	16	1	22110	22110	22110
5	145	129	16	16	1	22110	22110	22110
5	113	17	16	16	1	22110	22110	22110
5	113	17	16	16	1	22110	22110	22110
5	113	33	16	16	1	22110	22110	22110
5	113	49	16	16	1	22110	22110	22110
5	113	65	16	16	1	22110	22110	22110
5	113	81	16	16	1	22110	22110	22110
5	113	97	16	16	1	22110	22110	22110
5	113	113	16	16	1	22110	22110	22110
5	161	129	16	16	1	22110	22110	22110
5	178	129	16	16	1	22110	22110	22110
5	194	129	16	16	1	22110	22110	22110
5	210	129	16	16	1	22110	22110	22110
5	226	129	16	16	1	22110	22110	22110
5	242	129	16	16	1	22110	22110	22110
5	258	113	16	16	1	22110	22110	22110
5	274	97	16	16	1	22110	22110	22110
5	290	81	16	16	1	22110	22110	22110
5	306	65	16	16	1	22110	22110	22110
5	322	49	16	16	1	22110	22110	22110
5	338	33	16	16	1	22110	22110	22110
5	354	33	16	16	1	22110	22110	22110
5	370	33	16	16	1	22110	22110	22110
5	386	17	16	16	1	22110	22110	22110
5	386	-32	16	16	1	22110	22110	22110
5	161	-32	16	16	1	22110	22110	22110
5	178	-32	16	16	1	22110	22110	22110
5	194	-32	16	16	1	22110	22110	22110
5	210	-32	16	16	1	22110	22110	22110
5	226	-32	16	16	1	22110	22110	22110
5	242	-32	16	16	1	22110	22110	22110
5	258	-32	16	16	1	22110	22110	22110
5	274	-32	16	16	1	22110	22110	22110
5	290	-32	16	16	1	22110	22110	22110
5	306	-32	16	16	1	22110	22110	22110
5	322	-32	16	16	1	22110	22110	22110
5	338	-32	16	16	1	22110	22110	22110

#Portal 
#	x	y	r	b	startX	startY	types	scene_id
#50	362	-32	394	16	2323	350	2	1
51	370	0	5	16	1	2330	340	6

[TILEMAP]
Resources\Tilemap\world1-1-1.txt
