# list of object assets to load in this scene
[ASSETS]

mario.txt
coin.txt
items.txt
HUD.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	138	0

#COIN
4	195	50
4	211	34
4	227	34
4	243	50
4	243	66
4	211	82
4	227	82
4	243	98
4	243	114
4	227	130
4	211	130
4	195	114


#Koopas


#platform
5	129	161	16	16	1	22110	22110	22110
5	145	161	16	16	1	22110	22110	22110
5	113	49	16	16	1	22110	22110	22110
5	113	49	16	16	1	22110	22110	22110
5	113	65	16	16	1	22110	22110	22110
5	113	81	16	16	1	22110	22110	22110
5	113	97	16	16	1	22110	22110	22110
5	113	113	16	16	1	22110	22110	22110
5	113	129	16	16	1	22110	22110	22110
5	113	145	16	16	1	22110	22110	22110
5	161	161	16	16	1	22110	22110	22110
5	178	161	16	16	1	22110	22110	22110
5	194	161	16	16	1	22110	22110	22110
5	210	161	16	16	1	22110	22110	22110
5	226	161	16	16	1	22110	22110	22110
5	242	161	16	16	1	22110	22110	22110
5	258	145	16	16	1	22110	22110	22110
5	274	129	16	16	1	22110	22110	22110
5	290	113	16	16	1	22110	22110	22110
5	306	97	16	16	1	22110	22110	22110
5	322	81	16	16	1	22110	22110	22110
5	338	65	16	16	1	22110	22110	22110
5	354	65	16	16	1	22110	22110	22110
5	370	65	16	16	1	22110	22110	22110
5	386	49	16	16	1	22110	22110	22110
5	386	0	16	16	1	22110	22110	22110
5	161	0	16	16	1	22110	22110	22110
5	178	0	16	16	1	22110	22110	22110
5	194	0	16	16	1	22110	22110	22110
5	210	0	16	16	1	22110	22110	22110
5	226	0	16	16	1	22110	22110	22110
5	242	0	16	16	1	22110	22110	22110
5	258	0	16	16	1	22110	22110	22110
5	274	0	16	16	1	22110	22110	22110
5	290	0	16	16	1	22110	22110	22110
5	306	0	16	16	1	22110	22110	22110
5	322	0	16	16	1	22110	22110	22110
5	338	0	16	16	1	22110	22110	22110

# Portal #
50	362	16	400	32	3

[TILEMAP]
Resources\Tilemap\world1-1-hidden.txt
